"V1" "V2" "V3" "V4" "V5"
"1930" 1 17 19 1 16
"1931" 1 6 14 1 20
"1932" 1 1 9 2 14
"1933" 1 4 2 2 12
"1934" 1 21 11 2 45
"1935" 2 18 12 2 5
"1936" 2 5 3 1 40
"1937" 2 7 25 2 15
"1938" 2 22 3 1 8
"1939" 1 13 7 2 17
"1940" 2 21 17 1 15
"1941" 1 4 3 1 38
"1942" 1 15 17 2 40
"1943" 2 24 23 1 10
"1944" 2 14 11 2 6
"1945" 1 7 13 2 11
"1946" 2 14 24 2 9
"1947" 1 22 19 1 29
"1948" 2 2 4 1 8
"1949" 1 8 24 1 38
"1950" 2 18 8 2 24
"1951" 2 1 22 2 7
"1952" 1 5 17 1 34
"1953" 1 1 13 2 24
"1954" 2 24 19 2 27
"1955" 2 8 24 1 37
"1956" 1 3 22 2 12
"1957" 1 13 4 2 15
"1958" 2 19 2 1 11
"1959" 2 11 19 1 33
"1960" 2 18 8 1 13
"1961" 1 13 19 2 28
"1962" 2 10 12 2 34
"1963" 2 12 5 2 32
"1964" 1 9 5 2 21
"1965" 1 9 9 2 28
"1966" 2 3 21 1 6
"1967" 1 16 23 2 6
"1968" 1 14 21 2 45
"1969" 1 8 3 1 33
"1970" 1 8 2 1 15
"1971" 1 24 2 1 7
"1972" 1 4 22 2 40
"1973" 2 18 17 1 18
"1974" 1 22 16 2 33
"1975" 2 2 8 1 21
"1976" 1 15 20 1 10
"1977" 2 15 19 1 44
"1978" 1 8 17 1 6
"1979" 2 9 1 1 15
"1980" 2 5 2 1 37
"1981" 1 5 11 2 29
"1982" 1 20 22 2 41
"1983" 1 18 8 2 17
"1984" 2 3 25 1 20
"1985" 2 5 15 1 11
"1986" 1 16 11 1 21
"1987" 2 22 11 1 46
"1988" 2 14 11 2 34
"1989" 1 24 21 1 28
"1990" 1 11 22 1 16
"1991" 2 20 17 2 13
"1992" 1 8 20 2 20
"1993" 2 21 22 2 25
"1994" 2 6 10 2 41
"1995" 1 17 5 2 13
"1996" 2 4 13 1 42
"1997" 1 18 21 2 17
"1998" 1 23 12 1 35
"1999" 2 4 2 1 37
"2000" 1 13 3 2 15
"2001" 1 18 20 1 30
"2002" 1 5 2 1 13
"2003" 2 12 23 1 35
"2004" 2 16 22 2 26
"2005" 2 4 23 2 27
"2006" 1 2 11 2 7
"2007" 2 16 15 2 29
"2008" 2 14 2 1 19
"2009" 1 24 16 1 28
"2010" 2 11 9 1 28
"2011" 2 6 23 2 9
"2012" 1 6 13 2 12
"2013" 1 14 5 1 24
"2014" 1 5 23 1 9
"2015" 1 7 22 2 28
"2016" 2 7 4 2 43
"2017" 1 25 23 2 14
"2018" 1 23 11 1 36
"2019" 2 20 25 1 6
"2020" 2 8 12 1 6
"2021" 2 6 20 1 6
"2022" 2 21 17 2 33
"2023" 2 16 18 2 8
"2024" 2 8 24 1 37
"2025" 2 19 15 1 39
"2026" 2 18 12 2 18
"2027" 2 18 4 2 29
"2028" 1 24 25 2 24
"2029" 1 2 14 1 46
"2030" 2 4 23 1 45
"2031" 1 3 5 1 24
"2032" 1 16 4 1 34
"2033" 2 7 11 1 20
"2034" 1 13 26 2 8
"2035" 2 8 6 2 25
"2036" 2 10 11 1 30
"2037" 2 2 14 1 5
"2038" 1 12 20 2 19
"2039" 1 18 5 1 45
"2040" 2 7 13 1 29
"2041" 2 15 21 1 36
"2042" 2 22 18 1 5
"2043" 2 3 17 2 14
"2044" 2 18 4 2 43
"2045" 2 8 10 1 18
"2046" 1 1 25 1 43
"2047" 2 5 21 2 42
"2048" 1 15 23 1 10
"2049" 1 11 4 2 11
"2050" 1 14 12 2 46
"2051" 2 16 1 2 34
"2052" 2 19 20 1 17
"2053" 2 16 18 2 35
"2054" 2 16 19 2 37
"2055" 2 22 23 2 8
"2056" 2 17 23 1 9
"2057" 2 7 5 1 38
"2058" 1 14 11 2 7
"2059" 2 8 9 2 41
"2060" 1 11 19 1 29
"2061" 2 21 15 2 20
"2062" 1 7 19 1 7
"2063" 2 9 24 2 22
"2064" 2 14 19 2 45
"2065" 2 19 17 2 12
"2066" 1 12 4 2 14
"2067" 1 23 4 1 23
"2068" 2 9 25 2 30
"2069" 1 25 24 2 34
"2070" 2 14 9 1 17
"2071" 2 5 11 2 13
"2072" 2 11 9 2 10
"2073" 2 25 13 1 10
"2074" 2 18 6 1 34
"2075" 2 7 20 1 19
"2076" 1 9 19 2 14
"2077" 2 22 17 1 5
"2078" 2 17 17 2 38
"2079" 1 17 20 2 20
"2080" 2 3 13 2 10
"2081" 1 6 9 1 38
"2082" 2 4 14 1 27
"2083" 2 16 2 1 12
"2084" 2 6 19 1 31
"2085" 2 16 12 2 10
"2086" 1 10 25 2 43
"2087" 2 6 23 2 21
"2088" 2 2 5 1 15
"2089" 1 4 14 1 8
"2090" 1 9 19 1 28
"2091" 2 15 4 1 34
"2092" 2 24 23 1 26
"2093" 1 16 19 2 5
"2094" 1 10 21 2 12
"2095" 2 6 24 2 31
"2096" 2 4 15 1 45
"2097" 2 21 13 1 17
"2098" 2 24 14 2 28
"2099" 1 4 13 1 25
"2100" 1 10 19 2 18
"2101" 1 15 10 1 19
"2102" 2 7 3 1 18
"2103" 2 19 2 2 7
"2104" 1 12 18 1 18
"2105" 2 14 13 2 24
"2106" 1 13 26 2 40
"2107" 2 19 24 1 23
"2108" 1 9 22 1 15
"2109" 1 14 18 1 26
"2110" 2 6 8 2 7
"2111" 2 4 26 1 9
"2112" 1 7 8 1 23
"2113" 1 1 26 2 42
"2114" 1 15 18 2 28
"2115" 2 20 9 1 41
"2116" 2 18 21 2 30
"2117" 1 24 21 2 39
"2118" 2 12 20 2 23
"2119" 1 20 18 2 14
"2120" 2 8 9 1 42
"2121" 2 20 18 1 41
"2122" 1 12 12 1 12
"2123" 2 19 16 1 32
"2124" 2 5 11 2 8
"2125" 2 3 16 2 41
"2126" 1 7 15 1 23
"2127" 1 15 1 1 11
"2128" 1 6 21 1 44
"2129" 2 8 5 1 8
"2130" 1 9 14 1 28
"2131" 2 23 18 2 16
"2132" 2 25 25 1 33
"2133" 2 9 6 2 10
"2134" 2 11 24 2 18
"2135" 1 24 5 1 39
"2136" 1 9 6 1 14
"2137" 1 24 25 1 14
"2138" 2 11 9 2 28
"2139" 2 6 24 2 10
"2140" 2 5 18 2 30
"2141" 2 9 8 1 25
"2142" 2 3 16 2 28
"2143" 1 11 23 1 26
"2144" 2 16 25 2 8
"2145" 1 12 5 2 6
"2146" 1 9 13 1 39
"2147" 2 2 24 2 12
"2148" 2 19 25 2 31
"2149" 2 18 24 2 16
"2150" 2 18 18 2 45
"2151" 2 10 22 2 31
"2152" 1 7 19 1 36
"2153" 2 11 15 2 15
"2154" 2 1 17 1 8
"2155" 2 16 16 2 25
"2156" 2 3 14 1 26
"2157" 1 14 4 2 15
"2158" 1 17 24 1 26
"2159" 1 9 24 1 35
"2160" 2 21 7 2 44
"2161" 2 8 10 2 45
"2162" 1 18 6 2 34
"2163" 2 15 6 2 45
"2164" 2 22 23 2 26
"2165" 1 5 1 2 31
"2166" 2 9 22 1 35
"2167" 2 10 2 2 29
"2168" 2 6 4 2 13
"2169" 1 12 3 1 18
"2170" 2 19 16 2 31
"2171" 2 21 25 2 44
"2172" 2 7 4 2 35
"2173" 1 12 14 1 42
"2174" 2 23 10 1 18
"2175" 2 17 20 1 43
"2176" 2 3 2 1 8
"2177" 1 2 22 1 44
"2178" 2 3 3 1 12
"2179" 1 7 15 2 22
"2180" 1 16 20 2 11
"2181" 1 4 8 2 24
"2182" 1 11 14 1 28
"2183" 1 14 7 2 37
"2184" 1 6 20 2 35
"2185" 1 19 7 1 25
"2186" 1 15 2 2 34
"2187" 1 6 11 2 14
"2188" 2 22 9 1 19
"2189" 2 23 15 1 6
"2190" 2 16 8 2 28
"2191" 2 1 22 1 35
"2192" 2 11 2 2 5
"2193" 1 13 2 1 38
"2194" 2 10 15 1 13
"2195" 2 14 18 2 26
"2196" 2 16 12 2 37
"2197" 1 20 13 2 20
"2198" 2 8 12 2 35
"2199" 2 10 8 1 11
"2200" 2 15 8 1 44
"2201" 1 5 11 2 35
"2202" 1 22 23 2 30
"2203" 2 18 14 2 29
"2204" 1 15 24 2 25
"2205" 1 13 10 1 24
"2206" 2 9 25 1 22
"2207" 2 11 16 1 20
"2208" 2 19 7 1 6
"2209" 1 3 16 2 23
"2210" 2 16 17 1 29
"2211" 2 5 17 1 6
"2212" 2 4 19 1 18
"2213" 1 17 11 1 7
"2214" 2 9 5 2 23
"2215" 1 15 6 2 16
"2216" 2 16 10 2 20
"2217" 1 6 22 2 40
"2218" 1 7 16 1 15
"2219" 2 14 6 1 14
"2220" 1 23 13 1 42
"2221" 2 11 16 2 23
"2222" 2 11 23 1 17
"2223" 1 4 18 1 36
"2224" 2 4 22 1 27
"2225" 1 11 8 1 26
"2226" 2 8 12 1 10
"2227" 1 10 2 2 35
"2228" 2 21 12 1 26
"2229" 1 2 12 1 20
"2230" 2 2 23 2 25
"2231" 2 7 12 2 10
"2232" 2 21 26 1 22
"2233" 1 7 8 1 35
"2234" 2 20 9 2 41
"2235" 1 12 2 2 18
"2236" 1 5 20 2 14
"2237" 1 9 15 2 43
"2238" 1 18 13 1 21
"2239" 2 15 16 2 31
"2240" 2 5 5 2 19
"2241" 2 17 13 1 6
"2242" 1 3 6 2 33
"2243" 2 12 25 2 35
"2244" 2 20 3 2 16
"2245" 1 7 22 1 21
"2246" 1 5 4 1 17
"2247" 1 3 11 1 35
"2248" 2 15 2 2 43
"2249" 2 23 23 2 36
"2250" 2 18 10 1 34
"2251" 1 12 18 1 30
"2252" 2 24 23 1 30
"2253" 1 11 20 1 14
"2254" 2 4 25 2 23
"2255" 2 17 24 1 21
"2256" 2 14 5 2 34
"2257" 1 19 19 2 32
"2258" 2 17 12 1 40
"2259" 2 5 23 1 30
"2260" 1 25 8 2 28
"2261" 1 25 18 2 18
"2262" 1 3 3 2 9
"2263" 2 18 17 2 38
"2264" 1 13 4 2 39
"2265" 2 12 17 2 14
"2266" 1 8 25 1 43
"2267" 1 8 23 2 41
"2268" 2 18 13 2 32
"2269" 2 16 23 2 5
"2270" 2 1 7 2 18
"2271" 1 11 5 2 30
"2272" 2 23 10 2 15
"2273" 1 24 18 1 30
"2274" 2 13 20 2 27
"2275" 2 17 11 1 45
"2276" 1 21 22 2 8
"2277" 2 17 10 1 21
"2278" 1 13 17 2 44
"2279" 1 3 8 2 11
"2280" 2 2 8 2 28
"2281" 1 20 11 1 10
"2282" 1 21 23 2 18
"2283" 1 15 14 1 11
"2284" 1 9 15 2 22
"2285" 1 22 20 1 25
"2286" 2 14 13 2 22
"2287" 1 12 5 2 27
"2288" 1 9 12 2 14
"2289" 1 13 17 2 8
"2290" 1 9 22 2 23
"2291" 1 22 12 2 9
"2292" 1 25 17 2 7
"2293" 1 21 13 2 46
"2294" 2 16 10 2 21
"2295" 1 4 7 1 12
"2296" 2 9 7 2 5
"2297" 1 4 12 1 11
"2298" 2 3 20 1 42
"2299" 2 5 20 2 20
"2300" 1 3 19 2 24
"2301" 2 3 2 2 5
"2302" 1 18 8 2 33
"2303" 1 17 13 1 35
"2304" 2 20 5 1 29
"2305" 2 18 10 2 45
"2306" 1 21 5 2 25
"2307" 1 16 13 2 17
"2308" 2 8 18 2 9
"2309" 2 2 18 2 9
"2310" 1 19 7 1 37
"2311" 2 6 8 1 33
"2312" 2 9 24 2 7
"2313" 1 9 25 2 23
"2314" 2 23 8 2 39
"2315" 2 19 15 1 41
"2316" 2 7 6 1 33
"2317" 1 4 6 1 19
"2318" 2 24 6 1 29
"2319" 1 9 20 2 32
"2320" 1 8 6 1 38
"2321" 2 25 19 2 28
"2322" 1 12 24 2 12
"2323" 2 7 9 2 28
"2324" 1 25 19 2 40
"2325" 1 21 25 1 23
"2326" 2 8 5 2 15
"2327" 2 16 5 2 21
"2328" 1 17 11 2 20
"2329" 1 17 8 1 18
"2330" 2 7 19 2 26
"2331" 2 6 10 1 44
"2332" 2 3 22 1 9
"2333" 2 17 4 2 43
"2334" 2 17 7 1 22
"2335" 2 12 10 2 8
"2336" 2 20 19 1 40
"2337" 1 4 22 2 23
"2338" 1 8 9 1 40
"2339" 1 17 17 1 18
"2340" 2 3 21 1 11
"2341" 2 23 6 1 41
"2342" 1 15 15 2 44
"2343" 1 24 20 2 43
"2344" 2 13 18 1 27
"2345" 2 13 3 1 9
"2346" 1 17 24 2 6
"2347" 2 5 25 1 24
"2348" 1 16 9 1 44
"2349" 1 14 5 2 28
"2350" 2 5 25 1 6
"2351" 1 12 20 1 7
"2352" 2 8 8 1 28
"2353" 1 2 20 2 15
"2354" 1 11 7 2 15
"2355" 2 8 12 2 32
"2356" 1 23 16 2 28
"2357" 1 6 11 1 16
"2358" 2 15 5 1 22
"2359" 2 4 13 1 34
"2360" 1 19 20 1 10
"2361" 2 24 9 2 26
"2362" 1 14 11 2 24
"2363" 2 19 9 2 27
"2364" 2 24 26 1 14
"2365" 1 18 20 2 36
"2366" 1 14 7 2 46
"2367" 1 10 16 1 39
"2368" 1 20 19 2 24
"2369" 2 17 12 2 10
"2370" 2 2 20 1 38
"2371" 1 10 24 2 36
"2372" 1 1 25 1 25
"2373" 1 21 21 2 7
"2374" 2 6 9 2 19
"2375" 2 13 9 2 11
"2376" 2 19 8 1 22
"2377" 1 7 10 1 26
"2378" 1 25 16 2 10
"2379" 2 3 7 1 8
"2380" 1 24 11 2 27
"2381" 2 21 7 2 29
"2382" 2 13 24 2 11
"2383" 1 15 19 2 14
"2384" 2 5 25 2 44
"2385" 1 22 12 2 11
"2386" 1 3 12 2 34
"2387" 2 14 5 1 12
"2388" 2 17 8 1 34
"2389" 1 18 14 1 16
"2390" 2 12 23 2 9
"2391" 2 20 2 2 11
"2392" 2 13 14 2 14
"2393" 2 24 5 1 39
"2394" 1 11 9 1 34
"2395" 1 24 23 2 34
"2396" 1 17 2 2 10
"2397" 1 9 8 1 14
"2398" 2 2 16 2 30
"2399" 1 20 18 1 33
"2400" 1 7 5 1 13
"2401" 1 19 21 1 33
"2402" 2 10 16 2 42
"2403" 1 4 20 2 7
"2404" 1 19 10 1 36
"2405" 2 19 2 2 14
"2406" 1 10 1 1 27
"2407" 1 10 4 2 23
"2408" 1 12 21 2 15
"2409" 2 10 3 1 35
"2410" 2 6 15 1 45
"2411" 1 3 10 2 19
"2412" 2 21 9 2 15
"2413" 2 17 22 2 39
"2414" 1 16 2 1 22
"2415" 2 11 8 2 46
"2416" 2 23 16 2 23
"2417" 1 16 18 1 21
"2418" 1 3 14 2 6
"2419" 2 21 7 2 38
"2420" 2 21 3 2 46
"2421" 1 17 6 2 26
"2422" 1 22 13 1 23
"2423" 2 5 22 1 13
"2424" 2 19 22 2 36
"2425" 1 3 10 2 43
"2426" 2 4 22 2 33
"2427" 2 18 1 1 17
"2428" 2 21 22 1 33
"2429" 2 21 6 2 36
"2430" 2 22 21 1 22
"2431" 2 11 10 2 37
"2432" 1 2 11 2 11
"2433" 2 24 19 1 20
"2434" 1 21 13 2 23
"2435" 1 15 22 1 39
"2436" 2 21 23 2 23
"2437" 1 9 21 2 45
"2438" 1 20 9 1 18
"2439" 2 20 3 1 6
"2440" 1 14 21 1 27
"2441" 1 19 18 1 22
"2442" 1 6 21 2 20
"2443" 2 22 11 2 7
"2444" 2 12 5 1 24
"2445" 2 7 22 2 34
"2446" 2 12 7 2 20
"2447" 2 1 9 2 19
"2448" 1 21 26 1 31
"2449" 2 7 21 1 14
"2450" 2 3 6 2 22
"2451" 1 6 2 2 24
"2452" 2 5 6 1 45
"2453" 2 11 2 1 26
"2454" 1 9 10 1 41
"2455" 2 20 22 1 36
"2456" 1 18 11 2 37
"2457" 2 6 8 2 34
"2458" 1 5 12 1 15
"2459" 2 3 13 2 24
"2460" 2 9 19 2 10
"2461" 2 4 18 1 6
"2462" 1 17 25 2 30
"2463" 1 19 24 2 35
"2464" 1 16 12 2 11
"2465" 2 20 20 2 6
"2466" 2 25 20 2 36
"2467" 1 19 17 2 41
"2468" 2 16 2 1 34
"2469" 1 23 24 1 42
"2470" 1 1 5 1 28
"2471" 2 6 7 1 45
"2472" 1 20 17 1 13
"2473" 2 6 24 1 23
"2474" 2 24 22 2 23
"2475" 1 24 26 2 41
"2476" 2 15 1 2 13
"2477" 2 3 18 1 45
"2478" 1 4 6 2 16
"2479" 1 24 9 2 22
"2480" 1 24 10 2 41
"2481" 2 1 24 1 23
"2482" 1 19 24 2 45
"2483" 2 14 21 2 36
"2484" 2 9 15 2 45
"2485" 2 18 18 1 35
"2486" 2 9 11 2 5
"2487" 1 5 10 1 33
"2488" 2 5 10 1 43
"2489" 1 10 10 1 36
"2490" 1 16 9 2 17
"2491" 2 17 20 1 36
"2492" 2 13 14 1 33
"2493" 2 7 13 2 34
"2494" 1 15 16 2 15
"2495" 1 12 4 2 44
"2496" 2 18 22 1 28
"2497" 2 13 21 1 19
"2498" 1 14 26 1 11
"2499" 1 23 12 2 18
"2500" 1 15 18 2 28
"2501" 2 24 16 1 37
"2502" 2 22 1 1 38
"2503" 1 13 25 2 12
"2504" 2 10 24 2 42
"2505" 1 7 12 1 9
"2506" 1 8 4 1 26
"2507" 1 24 16 1 11
"2508" 1 10 16 1 35
"2509" 1 19 19 1 36
"2510" 1 10 19 2 6
"2511" 1 22 22 2 45
"2512" 2 6 25 1 9
"2513" 1 2 24 1 16
"2514" 2 7 9 1 6
"2515" 2 5 11 2 33
"2516" 1 2 14 2 41
"2517" 2 1 17 2 29
"2518" 1 24 22 2 10
"2519" 2 2 16 2 14
"2520" 1 24 6 2 29
"2521" 1 21 12 1 32
"2522" 1 8 17 2 17
"2523" 2 11 2 1 32
"2524" 1 17 13 2 42
"2525" 1 5 25 1 43
"2526" 1 12 13 2 27
"2527" 2 23 12 2 5
"2528" 1 8 24 1 33
"2529" 1 3 23 1 17
"2530" 1 15 17 2 27
"2531" 2 4 21 2 9
"2532" 2 10 9 2 45
"2533" 1 8 26 2 26
"2534" 1 18 26 1 21
"2535" 1 9 9 1 23
"2536" 1 4 24 1 32
"2537" 1 2 6 1 5
"2538" 1 21 2 2 8
"2539" 2 23 25 2 23
"2540" 1 2 25 1 42
"2541" 2 11 4 1 38
"2542" 1 20 18 2 12
"2543" 2 23 25 1 17
"2544" 2 21 8 1 40
"2545" 1 17 23 2 21
"2546" 1 10 5 2 11
"2547" 1 2 11 2 40
"2548" 2 19 9 2 23
"2549" 1 17 13 2 21
"2550" 2 23 2 1 16
"2551" 2 18 16 1 31
"2552" 2 21 19 1 35
"2553" 2 18 19 1 6
"2554" 1 2 5 1 5
"2555" 2 21 6 1 32
"2556" 1 12 24 2 30
"2557" 1 10 10 2 21
"2558" 2 12 2 1 16
"2559" 1 17 2 1 9
"2560" 1 24 8 2 18
"2561" 2 16 3 1 15
"2562" 2 15 12 2 30
"2563" 1 1 9 2 7
"2564" 2 5 23 1 38
"2565" 2 2 25 1 45
"2566" 2 9 15 1 30
"2567" 2 2 3 1 10
"2568" 1 5 19 2 27
"2569" 1 17 9 1 45
"2570" 2 15 6 2 22
"2571" 2 18 12 2 35
"2572" 1 11 20 1 38
"2573" 2 6 23 2 10
"2574" 1 5 17 1 37
"2575" 2 16 20 1 43
"2576" 1 8 3 2 35
"2577" 1 9 2 1 6
"2578" 1 11 14 1 28
"2579" 2 22 6 1 20
"2580" 2 14 5 2 39
"2581" 1 23 13 1 30
"2582" 1 2 1 2 34
"2583" 2 6 16 1 35
"2584" 2 2 9 1 44
"2585" 1 14 21 1 45
"2586" 1 6 16 2 26
"2587" 1 2 20 2 24
"2588" 1 14 12 1 13
"2589" 1 9 18 2 38
"2590" 1 2 21 1 28
"2591" 1 17 17 2 8
"2592" 2 4 15 1 35
"2593" 2 19 22 2 43
"2594" 2 16 2 1 8
"2595" 1 16 6 1 16
"2596" 2 2 2 1 10
"2597" 1 14 23 1 7
"2598" 2 6 10 1 32
"2599" 1 23 4 2 44
"2600" 1 19 11 2 42
"2601" 1 12 7 2 27
"2602" 2 18 4 1 25
"2603" 2 5 17 2 28
"2604" 2 5 6 1 27
"2605" 2 7 22 1 19
"2606" 2 13 19 1 7
"2607" 1 11 18 1 36
"2608" 1 24 14 1 46
"2609" 1 24 19 1 24
"2610" 2 19 12 2 21
"2611" 2 14 16 2 42
"2612" 2 16 13 1 42
"2613" 1 19 5 1 11
"2614" 1 21 7 1 31
"2615" 1 4 25 1 26
"2616" 2 18 12 1 35
"2617" 2 21 13 1 24
"2618" 1 22 8 2 18
"2619" 1 13 11 2 24
"2620" 2 7 18 2 16
"2621" 2 16 9 2 36
"2622" 2 13 19 2 21
"2623" 2 24 3 2 45
"2624" 1 22 13 1 23
"2625" 2 25 22 1 44
"2626" 2 5 4 1 9
"2627" 1 14 9 2 20
"2628" 1 13 18 2 38
"2629" 1 3 19 1 7
"2630" 2 14 7 1 14
"2631" 2 14 10 2 19
"2632" 2 17 9 1 45
"2633" 2 14 23 2 6
"2634" 1 5 14 1 8
"2635" 1 10 2 1 40
"2636" 2 7 2 2 26
"2637" 1 12 13 1 27
"2638" 2 23 5 2 33
"2639" 2 16 9 1 44
"2640" 2 3 23 1 37
"2641" 2 8 11 1 23
"2642" 1 22 3 1 17
"2643" 1 21 5 1 12
"2644" 1 3 26 2 7
"2645" 2 3 8 2 34
"2646" 1 14 14 1 32
"2647" 2 6 21 2 34
"2648" 2 20 3 1 28
"2649" 2 12 10 2 19
"2650" 1 4 4 2 25
"2651" 2 8 4 1 9
"2652" 2 13 20 2 36
"2653" 1 21 9 1 45
"2654" 1 22 18 1 25
"2655" 2 10 19 1 31
"2656" 2 7 16 1 6
"2657" 1 13 22 2 21
"2658" 1 25 5 1 24
"2659" 2 11 11 1 38
"2660" 2 10 21 1 43
"2661" 2 24 10 1 21
"2662" 2 1 20 2 33
"2663" 2 5 24 1 23
"2664" 2 9 10 1 33
"2665" 1 17 22 2 46
"2666" 1 12 6 1 24
"2667" 2 4 22 2 37
"2668" 2 5 5 2 45
"2669" 1 22 14 1 12
"2670" 2 6 16 2 17
"2671" 2 9 16 2 37
"2672" 1 8 1 2 7
"2673" 2 1 3 2 21
"2674" 2 4 15 2 24
"2675" 2 6 24 2 18
"2676" 1 22 24 1 14
"2677" 1 9 18 2 14
"2678" 2 8 12 1 10
"2679" 1 25 20 2 37
"2680" 2 24 10 2 37
"2681" 2 20 19 1 35
"2682" 2 20 17 1 30
"2683" 2 24 20 2 37
"2684" 1 3 18 1 30
"2685" 2 18 7 2 37
"2686" 2 5 22 2 37
"2687" 1 16 7 2 24
"2688" 1 8 6 1 42
"2689" 1 5 9 2 12
"2690" 2 5 4 1 43
"2691" 2 21 6 2 26
"2692" 1 15 9 2 19
"2693" 2 10 3 2 8
"2694" 1 2 15 1 14
"2695" 1 23 5 2 25
"2696" 2 7 12 1 43
"2697" 1 18 13 2 30
"2698" 1 23 15 1 38
"2699" 2 22 22 1 10
"2700" 1 3 12 1 15
"2701" 2 11 5 1 21
"2702" 1 19 11 2 31
"2703" 2 18 24 1 33
"2704" 1 5 23 1 37
"2705" 1 6 16 1 44
"2706" 2 11 4 1 34
"2707" 2 24 18 2 33
"2708" 2 15 9 1 30
"2709" 2 15 14 2 31
"2710" 2 3 26 2 30
"2711" 1 3 17 1 44
"2712" 1 24 4 2 27
"2713" 1 4 26 2 24
"2714" 1 20 3 1 11
"2715" 1 9 23 1 28
"2716" 2 7 12 1 29
"2717" 1 13 9 2 16
"2718" 2 3 22 1 46
"2719" 1 12 14 2 15
"2720" 1 3 1 2 45
"2721" 1 5 5 2 34
"2722" 1 5 5 2 10
"2723" 1 1 9 2 21
"2724" 2 15 21 2 40
"2725" 2 7 17 1 7
"2726" 1 2 16 2 40
"2727" 2 4 13 2 44
"2728" 1 9 3 2 43
"2729" 1 19 13 2 34
"2730" 1 15 8 1 27
"2731" 1 2 17 1 22
"2732" 2 22 14 2 10
"2733" 1 14 2 2 32
"2734" 2 11 22 2 14
"2735" 2 9 25 1 35
"2736" 2 9 11 1 11
"2737" 1 7 7 1 23
"2738" 1 4 3 2 42
"2739" 1 11 13 2 5
"2740" 2 9 21 1 46
"2741" 2 5 17 1 36
"2742" 2 22 11 2 30
"2743" 1 10 8 1 35
"2744" 2 22 19 2 7
"2745" 2 6 25 2 7
"2746" 1 2 8 1 43
"2747" 2 16 7 1 26
"2748" 2 23 2 1 38
"2749" 1 20 19 2 21
"2750" 2 9 4 2 30
"2751" 1 2 6 1 6
"2752" 1 16 9 1 46
"2753" 1 12 12 1 39
"2754" 1 25 17 2 7
"2755" 1 12 3 2 33
"2756" 2 5 17 1 29
"2757" 2 4 25 1 21
"2758" 2 18 4 1 40
"2759" 2 13 3 2 33
"2760" 1 23 10 1 25
"2761" 1 5 12 2 10
"2762" 1 10 12 2 34
"2763" 1 10 23 2 32
"2764" 2 20 3 1 45
"2765" 1 16 14 2 40
"2766" 1 10 1 1 39
"2767" 1 4 13 1 9
"2768" 2 22 18 2 19
"2769" 2 9 7 1 20
"2770" 1 21 23 2 16
"2771" 2 17 19 1 20
"2772" 1 24 6 2 11
"2773" 1 23 11 2 42
"2774" 2 7 17 1 6
"2775" 1 25 8 2 11
"2776" 1 8 14 1 28
"2777" 1 24 15 1 39
"2778" 2 5 13 1 5
"2779" 2 16 20 1 19
"2780" 2 6 15 1 12
"2781" 2 9 21 2 22
"2782" 1 18 24 2 7
"2783" 1 22 5 1 35
"2784" 2 19 17 2 35
"2785" 2 19 11 1 24
"2786" 1 23 10 2 37
"2787" 1 18 4 2 6
"2788" 1 23 6 2 25
"2789" 1 9 17 1 38
"2790" 2 15 8 2 30
"2791" 1 4 26 2 42
"2792" 1 1 17 2 10
"2793" 1 4 26 1 16
"2794" 1 20 8 2 30
"2795" 1 2 18 2 24
"2796" 1 20 16 1 13
"2797" 1 24 23 1 13
"2798" 2 5 17 1 20
"2799" 1 4 25 2 19
"2800" 2 21 11 2 9
"2801" 2 25 22 1 40
"2802" 1 15 26 2 42
"2803" 2 5 18 1 39
"2804" 1 14 4 2 7
"2805" 1 20 25 2 12
"2806" 1 14 1 2 40
"2807" 1 11 6 2 23
"2808" 2 18 25 2 29
"2809" 2 9 20 2 8
"2810" 2 19 22 2 27
"2811" 2 23 18 1 40
"2812" 2 11 18 1 31
"2813" 1 8 17 2 31
"2814" 2 12 6 2 42
"2815" 2 23 7 2 12
"2816" 2 19 23 2 19
"2817" 2 23 18 2 17
"2818" 1 4 10 2 36
"2819" 2 14 15 1 37
"2820" 1 12 11 1 23
"2821" 2 5 2 2 22
"2822" 2 15 24 1 6
"2823" 2 18 9 2 9
"2824" 1 8 9 2 39
"2825" 2 14 10 2 19
"2826" 1 13 3 2 46
"2827" 2 7 25 1 24
"2828" 2 23 9 2 34
"2829" 2 9 19 2 28
"2830" 2 17 25 1 43
"2831" 1 12 21 1 29
"2832" 1 7 13 2 37
"2833" 2 14 25 1 31
"2834" 2 20 4 1 36
"2835" 1 17 13 1 18
"2836" 2 18 5 1 29
"2837" 1 16 16 1 21
"2838" 1 15 9 1 38
"2839" 1 24 5 2 41
"2840" 1 21 10 2 43
"2841" 2 8 22 2 26
"2842" 2 21 9 1 45
"2843" 1 20 25 2 24
"2844" 2 19 6 1 34
"2845" 1 6 10 1 16
"2846" 2 23 15 2 42
"2847" 2 23 2 1 40
"2848" 1 14 17 2 14
"2849" 1 22 20 2 35
"2850" 1 1 18 2 37
"2851" 2 11 7 1 12
"2852" 2 1 26 2 19
"2853" 1 9 20 1 11
"2854" 1 13 12 2 39
"2855" 2 4 11 1 11
"2856" 1 16 3 2 21
"2857" 2 12 9 1 26
"2858" 2 18 14 2 24
"2859" 2 23 2 2 38
"2860" 1 15 11 1 12
